Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Data Period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Reason Not In Hub
30270-5586,1,Waymo LLC,Monthly,4.0,2023.0,MAY-2023,SADHW2S19M1, ,,Jaguar,I-PACE, ,2021.0, ,076a0682d278cf7,45560.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2023, ,APR-2023,17:29, ,d4c09da0782938d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Santa Monica, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2023 at 5:29 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Santa Monica, California was in a collision involving an SUV on [XXX]  at [XXX]. 
The Waymo AV was traveling southwest on [XXX] in the rightmost lane as it was approaching the intersection with [XXX]. The signal for traffic proceeding southwest on [XXX] was red as the Waymo AV approached the intersection and came to a stop. The signal for traffic proceeding southwest on [XXX] then turned green, and traffic in adjacent lanes began moving while the Waymo AV waited for traffic in its lane to begin to move.
The SUV that had been stopped directly behind the Waymo AV began moving forward and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5650,2,Waymo LLC,10-Day Update,,,JUN-2023,SADHW2S17M1, ,,Jaguar,I-PACE, ,2021.0, ,365203c6f0f00aa,85743.0, ,In-Vehicle (Commercial / Test),5th Generation, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUN-2023, ,JUN-2023,13:17, ,6362e91ed386c55,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Work Zone,65.0, ,Daylight,Y, , , , , , , ,,Passenger Car,Moderate,Yes,Proceeding Straight,No,Unknown, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,Yes,13.0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"After submitting the previous 1-Day report on [XXX], 2023 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION], Waymo received notice that the test driver was not transported from the scene to the hospital for medical treatment, but did seek medical treatment at a hospital at a later time. As such, this event could have qualified for a 5-Day report. The narrative below has been updated to reflect this information. This updated report also now lists the Highest Injury Severity Alleged as moderate, and Transdev Alternative Services as an entity that may be aware of this incident.
On [XXX], 2023 at 1:17 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, AZ was in a collision involving a passenger car on [XXX] in the southbound direction near the [XXX].
The Waymo AV was traveling in the rightmost lane (out of 5 lanes) in the southbound direction of [XXX],  and the left 3 lanes were closed due to a work zone. The vehicle traveling ahead in the same lane as the ADV made an abrupt lane change to the left, revealing a stack of slow-moving vehicles in the Waymo AVs lane. The test driver of the Waymo AV took manual control of the vehicle and started to decelerate and steer toward the right shoulder in response to slow traffic ahead. A passenger vehicle approached the Waymo AV from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was not engaged and a test driver (in the drivers seating position) was operating the Waymo AV in manual mode. The Waymo AV and the other vehicle sustained damage. The test driver reported an injury, for which they later sought medical treatment. 
Waymo reported this crash under Request No. 1 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5757,1,Waymo LLC,Monthly,5.0,2023.0,JUN-2023,SADHW2S15M1, ,,Jaguar,I-Pace, ,2021.0, ,a96a4dfc1ceef90,61480.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2023, ,MAY-2023,21:29, ,18b6569f303f7e1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mesa, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Traffic Incident,65.0, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,Yes,63.0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On [XXX], 2023 at 9:29 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Mesa, Arizona was in a collision involving an object on the [XXX], East of [XXX].
The Waymo AV was traveling eastbound in the far right lane on a three-lane stretch of the [XXX] when a load of hay bales fell off a truck traveling in the center lane ahead of the Waymo AV. The front left fender of the Waymo AV made contact with a hay bale. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5759,1,Waymo LLC,Monthly,5.0,2023.0,JUN-2023,SADHW2S1XM1, ,,Jaguar,I-Pace, ,2021.0, ,2e422d7be58682f,69071.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2023, ,MAY-2023,23:30, ,61aad41dac56bc1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,40.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On [XXX], 2023 at 11:30 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Tempe, Arizona was in a collision involving a passenger vehicle on [XXX] at [XXX].
The Waymo AV was stopped at a red light at the intersection of [XXX] at [XXX]. A passenger vehicle that had been previously stopped behind the Waymo AV proceeded forward, making contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5762,1,Waymo LLC,Monthly,5.0,2023.0,JUN-2023,SADHW2S1XM1, ,,Jaguar,I-Pace, ,2021.0, ,470966f7d4acb58,44157.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2023, ,MAY-2023,10:56, ,e7bf60f9e5a76ca,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Animal,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,23.0, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On [XXX] at 10:56 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a small dog on [XXX] at [XXX].
The Waymo AV was traveling southwest on [XXX] when a small dog ran into the street in front of the Waymo AV. The Waymo AV then made contact with the dog, which did not survive. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5813,1,Waymo LLC,5-Day,,,JUL-2023,SADHW2S14M1, ,,Jaguar,I-Pace, ,2021.0, ,4e6dc7156efb5a6,87101.0, ,In-Vehicle (Commercial / Test),5th Generation, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUN-2023, ,JUN-2023,20:58, ,7014e194a75b369,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,35.0, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Changing Lanes,No,Yes,Yes,35.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On June [XXX], 2023 at 8:58 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona impacted road debris on [XXX] near [XXX].
The Waymo AV was traveling southbound on [XXX] in the middle lane and preparing to make a right lane change. As it initiated the lane change, the rear passenger side tire struck small debris in the road. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AVs tire immediately deflated.
Waymo is reporting this event under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5817,2,Waymo LLC,Update,,,JUL-2023,SADHW2S18M1, ,,Jaguar,I-Pace, ,2021.0, ,9f856ec3c68a0d1,49116.0, ,In-Vehicle (Commercial / Test),5th Generation, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"DMV, CPUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUN-2023, ,JUN-2023,23:18, ,afac5d277fdfeb9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30.0, ,Dark - Lighted,Y, , , , , , , ,,Pickup Truck,Minor,Yes,"Other, see Narrative",No,No, , ,Y, , ,Y, , ,Y, , ,"Other, see Narrative",No,Yes,Yes,0.0, , , , ,Y, ,Y,Y, ,Y, , , , ,Y, ,Y,Y, , ,Yes,LAPD - Wilshire Division, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"Other than adding the law enforcement investigation details, the content of this report is unchanged from the initial report submitted on July 4, 2023 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On June [XXX], 2023 at 11:18 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Los Angeles, California was in a collision involving a pick-up truck on [XXX] at [XXX]. 
The Waymo AV was traveling eastbound on [XXX] and stopped at a stop sign at the intersection of [XXX] when a pick-up truck approached the Waymo AV from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position).
The Waymo AV test driver then took manual control of the Waymo AV and the pick-up truck then made contact with the rear of the Waymo AV again. The Waymo AV test driver pulled towards the side of the road and stopped. TThe pick-up truck then made contact with the rear of the Waymo AV again and when the test driver of the Waymo AV resumed movement, the pick-up truck followed the Waymo AV and repeatedly made further contact with the Waymo AV. At one point the pick-up truck driver verbally harassed the Waymo AV test driver. The Waymo AV test driver was eventually able to elude the pickup truck and wait nearby for law enforcement to arrive. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5855,2,Waymo LLC,10-Day Update,,,JUL-2023,SADHW2S14M1, ,,Jaguar,I-Pace, ,2021.0, ,0f967d0ef305434,39618.0, ,In-Vehicle (Commercial / Test),5th Generation, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"DMV, CPUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUL-2023, ,JUL-2023,15:08, ,1255ba62145d6e6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Daylight,Y, , , , , , , ,,Non-Motorist: Cyclist,No Injuries Reported,Yes,Traveling Wrong Way,,, , , , , , , , , , , ,Making Right Turn,No,No,Yes,2.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on July 10, 2023 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On July [XXX], 2023 at 3:08 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Los Angeles, California was in a collision involving a cyclist on [XXX] at [XXX].
The Waymo AV was traveling southbound on [XXX] and preparing to make a right turn onto westbound [XXX]. As the Waymo AV was yielding to cross-traffic and preparing to make a right turn, a cyclist was traveling eastbound on [XXX] and heading the wrong way in the bike lane. The cyclist then turned left, northbound, onto [XXX], continuing to travel the wrong direction in the bike lane. As the Waymo AV slowly proceeded forward, the cyclist passed the Waymo AV and made contact with the rear passenger side sensor of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a cyclist was involved. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5962,1,Waymo LLC,Monthly,6.0,2023.0,JUL-2023,SADHW2S19M1, ,,Jaguar,I-Pace, ,2021.0, ,b7b40f70f5e3f4f,68928.0, ,In-Vehicle (Commercial / Test),5th Generation, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUN-2023, ,JUN-2023,21:39, ,92adaa2cfbab458,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Not Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,Yes,56.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On June [XXX], 2023 at 9:39 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Tempe, Arizona impacted road debris on [XXX] just past [XXX].
The Waymo AV was traveling eastbound on [XXX] in the far right lane when road debris appeared from under the passenger vehicle in front of the Waymo AV. The Waymo AV test driver transitioned to manual mode just before the Waymo AV made contact with the road debris. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-5998,1,Waymo LLC,5-Day,,,JUL-2023,SADHW2S19M1, ,,Jaguar,I-Pace, ,2021.0, ,4edb4192b29d35b,55858.0, ,In-Vehicle (Commercial / Test),5th Generation, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"DMV, CPUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUL-2023, ,JUL-2023,15:04, ,112c82a378bbe3f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,Unknown,No, , , , , , , , ,Y, , ,"Other, see Narrative",No,Yes,Yes,9.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On July [XXX], 2023 at 3:04 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was parallel parked along the curb on eastbound [XXX] at [XXX] when it began to pull away from the curb and into traffic. As the Waymo AV pulled away from the curb, a pickup truck that was traveling behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-6129,1,Waymo LLC,Monthly,7.0,2023.0,AUG-2023,SADHW2S13M1, ,,Jaguar,I-Pace, ,2021.0, ,d15358998623a2a,43816.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUL-2023, ,JUL-2023,13:13, ,ca841a9f6911534,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Parked,No,No, ,Y, , , , , , , , , ,Proceeding Straight,No,No,Yes,4.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On July [XXX], 2023 at 1:13 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] in autonomous mode when it began to brake as it approached a stopped van on the oncoming side of the narrow roadway. The Waymo AV test driver transitioned to manual mode and began proceeding straight when the passenger side front sensor housing of the Waymo AV made contact with the driver side mirror of a passenger car parked along the curb on southbound [XXX]. At the time of the impact, the Waymo AVs Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both the Waymo AV and the passenger car sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-6130,1,Waymo LLC,Monthly,7.0,2023.0,AUG-2023,SADHW2S1XM1, ,,Jaguar,I-Pace, ,2021.0, ,e15345238f6f0e6,86515.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,JUL-2023, ,JUL-2023,10:13, ,9e74529d3141c94,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Parked,No,No, , , , , , ,Y, , , , ,Making Right Turn,No,No,Yes,1.0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On July [XXX], 2023 at 10:13 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX].
While completing a right turn from [XXX] onto [XXX] in autonomous mode, the Waymo AV slowed to a stop while entering a narrow roadway. The test driver transitioned the vehicle to manual mode and proceeded forward, making contact with a parked SUV. At the time of the impact, the Waymo AVs Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
